"PC1","PC2","group","Diet","name"
-3.76837976553085,5.80724117879222,"Control","Control","C01"
7.4013241029909,-4.34631610848066,"Control","Control","C02"
6.87105148782506,-3.86256889462761,"Control","Control","C03"
7.6688210812403,-5.48727786847196,"Control","Control","C04"
4.27632025686358,-5.26535838853485,"Control","Control","C05"
6.91002426219826,-3.8418082950362,"Control","Control","C06"
2.7753313783868,-5.07463872853989,"Control","Control","C07"
10.5846987215967,-5.2008232942866,"Control","Control","C08"
2.45536511685694,123.898305669112,"Control","Control","C10"
4.71791389002859,-1.30894541515629,"Carcass","Carcass","Car1"
5.98324417855289,-3.85626778396205,"Carcass","Carcass","Car2"
7.68302375595533,-5.52957228818616,"Various","Various","Var1"
5.97246445445304,-2.7923622009982,"Various","Various","Var2"
1.79663305236981,0.77045687714239,"1st.gen.VitE","1st.gen.VitE","VE1.1"
6.4793503725868,-4.66476570391653,"1st.gen.VitE","1st.gen.VitE","VE1.2"
2.83360006035007,2.61192384706991,"2d.gen.VitE","2d.gen.VitE","VE2.01"
-23.6559798904971,36.3198440808835,"2d.gen.VitE","2d.gen.VitE","VE2.02"
7.39413667721104,-3.77820399059728,"2d.gen.VitE","2d.gen.VitE","VE2.03"
-0.919130438212351,3.58722669132191,"2d.gen.VitE","2d.gen.VitE","VE2.04"
7.96715549303808,-6.60656222940891,"2d.gen.VitE","2d.gen.VitE","VE2.05"
6.96625446183122,-4.9348045138591,"2d.gen.VitE","2d.gen.VitE","VE2.06"
5.42473308163624,-1.15177685387779,"2d.gen.VitE","2d.gen.VitE","VE2.07"
7.62670630236446,-5.61705994280015,"2d.gen.VitE","2d.gen.VitE","VE2.08"
5.75030900468092,-4.035011652654,"2d.gen.VitE","2d.gen.VitE","VE2.09"
27.9270722522479,-59.6738436546717,"2d.gen.VitE","2d.gen.VitE","VE2.10"
-158.445420524239,-18.2639965300703,"2d.gen.VitE","2d.gen.VitE","VE2.11"
6.97659709200825,-4.59577495366943,"2d.gen.VitE","2d.gen.VitE","VE2.12"
9.09249635042494,-3.17229082004706,"2d.gen.VitE","2d.gen.VitE","VE2.13"
2.58538393493005,-0.582010177312044,"Wild","Wild","W2"
6.96082501823497,-4.54335801867392,"Wild","Wild","W3"
7.7080747776165,-4.80960003648302,"Wild","Wild","W4"
