"PC1","PC2","group","Diet","name"
-7.41973974676282,3.65666642524847,"Control","Control","C01"
-11.9830129088454,7.66287524887842,"Control","Control","C02"
-9.9671842672849,5.39320672022962,"Control","Control","C03"
-12.3573001534246,8.72092130639998,"Control","Control","C04"
-9.0752053800135,8.40719318907647,"Control","Control","C05"
-9.3392906916245,5.40753657283644,"Control","Control","C06"
-6.88310469512573,0.690864347052381,"Control","Control","C07"
-8.25285942116158,4.81442973433069,"Control","Control","C08"
43.1231903866031,-194.724357888532,"Control","Control","C09"
-2.25559487366052,2.2281770275055,"Control","Control","C10"
-8.99470723645313,5.0857691630851,"VitE","VitE","VE1.1"
-10.1913931609446,6.34175166239104,"VitE","VitE","VE1.2"
-9.08888575646037,5.19373378751379,"VitE","VitE","VE2.01"
-5.86381478030991,4.73265360037651,"VitE","VitE","VE2.02"
-10.3771705340324,6.20173866899584,"VitE","VitE","VE2.03"
-9.95504694181187,6.6401704019023,"VitE","VitE","VE2.04"
-11.2725129201747,6.72719387235832,"VitE","VitE","VE2.05"
-10.7236537566488,6.20729936469483,"VitE","VitE","VE2.06"
-8.79924877770935,2.585349868002,"VitE","VitE","VE2.07"
-10.0879912941247,5.05608820219409,"VitE","VitE","VE2.08"
-10.7032307210119,5.41422135621666,"VitE","VitE","VE2.09"
-7.43781021596213,5.46834685182716,"VitE","VitE","VE2.10"
-9.84787362497878,9.19181418513594,"VitE","VitE","VE2.11"
-9.64703321839887,4.39687747333431,"VitE","VitE","VE2.12"
-9.16507312520425,2.56810375073783,"VitE","VitE","VE2.13"
207.805205848763,47.3526752196297,"Wild","Wild","W1"
-8.52884020546129,4.27564794281722,"Wild","Wild","W2"
-10.9021740434654,6.84101046646363,"Wild","Wild","W3"
-11.8086437843097,7.46204147929741,"Wild","Wild","W4"
