Gene_Symbol,geneid,log2FoldChange,FoldChange,pvalue,padj,expression
CRH,MUSNIGG00028862,-2.663515555,-6.335750639,0.016498891,0.236416612,DOWN
KCNB2,MUSNIGG00028933,-2.692875622,-6.466009479,4.40E-05,0.022317612,DOWN
TMEM64,MUSNIGG00029131,-2.746882857,-6.712652026,0.02050483,0.256692582,DOWN
ODF1,MUSNIGG00029270,-2.365051487,-5.151710369,0.021282088,0.26162104,DOWN
DCSTAMP,MUSNIGG00029297,-2.157008529,-4.459891242,0.018151154,0.243887324,DOWN
HAS2,MUSNIGG00029457,-2.574185886,-5.955348297,0.00310805,0.125429538,DOWN
ZNF572,MUSNIGG00029504,-3.031141317,-8.174561351,0.000753168,0.065515497,DOWN
RPL32,MUSNIGG00029522,-1.866796633,-3.647218502,0.041702065,0.327877132,DOWN
KCNQ3,MUSNIGG00029598,-3.591498559,-12.05448874,0.000408085,0.052234855,DOWN
ZSCAN30,MUSNIGG00029891,-2.582189093,-5.988476802,0.020971348,0.259553789,DOWN
RBM4B,MUSNIGG00030159,-3.064252983,-8.364347398,0.026532143,0.275094762,DOWN
PCNXL3,MUSNIGG00030213,-3.92538437,-15.19352133,0.032104599,0.298009106,DOWN
MED19,MUSNIGG00030482,-4.865949389,-29.16061799,0.00372971,0.125981331,DOWN
OR5M3,MUSNIGG00030528,-1.437285059,-2.708107594,0.049084164,0.351096137,DOWN
OLFR1056,MUSNIGG00030548,-2.841248403,-7.166399164,0.001325743,0.083322588,DOWN
FSHB,MUSNIGG00030716,-3.614367786,-12.24709591,0.015003657,0.228055592,DOWN
OR5P2,MUSNIGG00030959,-1.930513906,-3.811909601,0.048994766,0.351096137,DOWN
OR10A4,MUSNIGG00030981,-2.198150366,-4.588906355,0.011061707,0.198229992,DOWN
OLFR711,MUSNIGG00030983,-1.867075056,-3.64792244,0.045879791,0.341744726,DOWN
OR51T1,MUSNIGG00031163,-1.853938815,-3.614857596,0.044084532,0.335566768,DOWN
OR52R1,MUSNIGG00031170,-2.065245985,-4.185053265,0.008920783,0.182095976,DOWN
OR52K1,MUSNIGG00031189,-1.570731431,-2.970552798,0.016777616,0.236416612,DOWN
TRIM21,MUSNIGG00031193,-1.722255463,-3.2995184,0.02988259,0.290687103,DOWN
CREBZF,MUSNIGG00031397,-5.569048613,-47.47343752,9.79E-07,0.002381069,DOWN
PTP4A1,MUSNIGG00031414,-2.863353545,-7.277049102,0.028311663,0.283990032,DOWN
FZD4,MUSNIGG00031419,-2.317956433,-4.986254197,0.035774076,0.30636889,DOWN
FAT3,MUSNIGG00031485,-1.755174682,-3.375671888,0.012603278,0.21285537,DOWN
KDM4D,MUSNIGG00031531,-2.618042505,-6.139165256,0.03711097,0.310684613,DOWN
KCNJ5,MUSNIGG00031706,-4.496679482,-22.57539744,0.000228674,0.037075632,DOWN
TECTA,MUSNIGG00031864,-1.404661388,-2.647556345,0.038233554,0.314741984,DOWN
ARHGAP20,MUSNIGG00032076,-2.8744182,-7.333074517,0.001763576,0.092236895,DOWN
ATM,MUSNIGG00032108,-1.944351337,-3.848646958,0.009340996,0.184207544,DOWN
KBTBD3,MUSNIGG00032140,-1.887598764,-3.70018849,0.033436121,0.302383832,DOWN
FBXO8,MUSNIGG00032424,-1.701321426,-3.251986856,0.032441359,0.298853735,DOWN
SOX7,MUSNIGG00032473,-2.295887473,-4.910559709,0.041363435,0.326609981,DOWN
POU4F2,MUSNIGG00032586,-2.788279202,-6.90805324,0.026318029,0.275094762,DOWN
TTC29,MUSNIGG00032587,-2.43803067,-5.41901511,0.007585019,0.169236385,DOWN
MFAP3L,MUSNIGG00032658,-1.92781374,-3.804781855,0.012931759,0.215411224,DOWN
FSTL5,MUSNIGG00032744,-2.473377048,-5.553422071,0.001828346,0.093611331,DOWN
XPO7,MUSNIGG00032757,-2.287491326,-4.8820644,0.005007316,0.141602234,DOWN
RAPGEF2,MUSNIGG00032765,-2.27900748,-4.853439406,0.000301942,0.043195499,DOWN
GUCY1A3,MUSNIGG00032812,-4.293238463,-19.60620575,1.20E-05,0.011714681,DOWN
RBM46,MUSNIGG00032828,-1.665276069,-3.171743421,0.02410704,0.268937251,DOWN
PTPN13,MUSNIGG00032895,-2.393065324,-5.252722336,0.004888442,0.140694567,DOWN
RPS19,MUSNIGG00032907,-2.647322524,-6.265034804,0.030457528,0.29155289,DOWN
PKD2,MUSNIGG00032920,-3.994435479,-15.93840634,0.001550104,0.088225171,DOWN
CENPE,MUSNIGG00033075,-2.227489124,-4.68318206,0.023449407,0.267410591,DOWN
INTS12,MUSNIGG00033103,-2.558052253,-5.889120745,0.002704997,0.113458837,DOWN
ELOVL6,MUSNIGG00033153,-2.53643714,-5.801544947,0.013564262,0.218465467,DOWN
ENPEP,MUSNIGG00033157,-2.717662116,-6.578059768,0.002374632,0.10794587,DOWN
ANK2,MUSNIGG00033183,-1.685904312,-3.217420077,0.019091666,0.250392466,DOWN
PCDH18,MUSNIGG00033442,-2.360353831,-5.134962821,0.004601156,0.139674313,DOWN
CCRN4L,MUSNIGG00033454,-3.047380212,-8.267093549,0.000530058,0.054542394,DOWN
RNF150,MUSNIGG00033484,-2.89900163,-7.459100317,0.006556705,0.154814629,DOWN
HTT,MUSNIGG00033573,-3.856424452,-14.48436419,0.002039601,0.097492311,DOWN
ZBTB49,MUSNIGG00033641,-1.958792097,-3.887363715,0.025917749,0.275094762,DOWN
OTOP1,MUSNIGG00033644,-4.225033377,-18.70086862,0.002509827,0.111998132,DOWN
FAM184B,MUSNIGG00033748,-2.827026603,-7.09610129,0.005977948,0.148945969,DOWN
SOD3,MUSNIGG00033805,-4.389882368,-20.96458502,0.033632741,0.302383832,DOWN
SLC34A2,MUSNIGG00033819,-3.603766455,-12.15743063,0.017937873,0.241689236,DOWN
PCDH7,MUSNIGG00033864,-1.564168082,-2.957069358,0.038211378,0.314741984,DOWN
ARAP2,MUSNIGG00033895,-1.794192873,-3.468213887,0.001319312,0.083322588,DOWN
RFC1,MUSNIGG00033944,-1.777724212,-3.42884862,0.04678524,0.344357192,DOWN
CNGA1,MUSNIGG00034031,-2.231487775,-4.696180223,0.015559233,0.232939801,DOWN
OCIAD1,MUSNIGG00034044,-2.148256896,-4.432918678,0.041801561,0.327877132,DOWN
UGT2B4,MUSNIGG00034215,-2.191883859,-4.569017154,0.005675057,0.148163528,DOWN
ENAM,MUSNIGG00034244,-1.423940956,-2.683174635,0.046865171,0.344357192,DOWN
CCNI,MUSNIGG00034343,-3.095555224,-8.547812274,0.016668497,0.236416612,DOWN
FAM175A,MUSNIGG00034485,-2.81819992,-7.052818535,0.00386209,0.126927052,DOWN
SELP,MUSNIGG00034554,-5.695870875,-51.83558268,0.000452736,0.053994158,DOWN
DTL,MUSNIGG00034741,-3.731655109,-13.28434425,0.000139376,0.02824696,DOWN
DHX9,MUSNIGG00034849,-2.593182175,-6.034282231,0.026756722,0.275730286,DOWN
TDRD5,MUSNIGG00034914,-3.323171449,-10.00862199,0.00244945,0.110315991,DOWN
RASAL2,MUSNIGG00034941,-2.186010412,-4.550453752,0.003330882,0.125429538,DOWN
YOD1,MUSNIGG00035109,-2.015479622,-4.043149703,0.029787154,0.290687103,DOWN
ZNF281,MUSNIGG00035171,-1.588225416,-3.006792721,0.049571622,0.351412923,DOWN
KIF14,MUSNIGG00035172,-2.648662476,-6.27085637,0.000465459,0.053994158,DOWN
NAV1,MUSNIGG00035195,-2.090542844,-4.259082996,0.028970705,0.286998055,DOWN
SLC30A10,MUSNIGG00035420,-2.345645884,-5.082878988,0.023857242,0.267994514,DOWN
OLFML2B,MUSNIGG00035520,-4.452666276,-21.8970752,0.033811011,0.302866957,DOWN
LY9,MUSNIGG00035555,-2.563152355,-5.909976342,0.02998799,0.290687103,DOWN
OR6K6,MUSNIGG00035615,-3.035184973,-8.197505546,0.002955849,0.120817226,DOWN
OR10T2,MUSNIGG00035625,-2.143732747,-4.419039257,0.017112289,0.236660975,DOWN
SPTAN1,MUSNIGG00036078,-3.909180782,-15.02383046,0.033100276,0.302383832,DOWN
RC3H2,MUSNIGG00036183,-1.75322857,-3.371121371,0.027906461,0.281612083,DOWN
TNC,MUSNIGG00036286,-2.373987467,-5.18371883,0.00559834,0.148163528,DOWN
LPAR1,MUSNIGG00036356,-2.14559542,-4.42474839,0.009893793,0.188223153,DOWN
MUSK,MUSNIGG00036358,-1.553385864,-2.935051593,0.042477939,0.330052229,DOWN
IKBKAP,MUSNIGG00036380,-3.794356191,-13.87442609,0.028317263,0.283990032,DOWN
ZNF462,MUSNIGG00036407,-2.045704522,-4.128748446,0.041954311,0.328080015,DOWN
GRIN3A,MUSNIGG00036473,-1.79230833,-3.463686434,0.010886934,0.198229992,DOWN
ZBTB5,MUSNIGG00036557,-2.807932985,-7.002805339,0.017280753,0.237439497,DOWN
OR2S2,MUSNIGG00036573,-2.672312295,-6.374500486,0.013345791,0.216665836,DOWN
OR13J1,MUSNIGG00036580,-2.771149437,-6.826515849,0.02246453,0.267127672,DOWN
MLLT3,MUSNIGG00036780,-2.1259579,-4.364928131,0.027617386,0.280434491,DOWN
MPDZ,MUSNIGG00036858,-2.497927747,-5.648734712,0.003315009,0.125429538,DOWN
PTCH1,MUSNIGG00036985,-2.704844838,-6.519877409,0.000894908,0.068013032,DOWN
TRPM3,MUSNIGG00037190,-3.408524221,-10.61861883,0.000227615,0.037075632,DOWN
CDC37L1,MUSNIGG00037284,-2.613562886,-6.120132495,0.029008747,0.286998055,DOWN
KIAA1432,MUSNIGG00037299,-3.407187181,-10.60878242,0.000505321,0.054524075,DOWN
NOL8,MUSNIGG00037312,-2.828567499,-7.103684457,0.002201328,0.10101186,DOWN
ECM2,MUSNIGG00037315,-4.336481372,-20.20277228,8.37E-06,0.010174195,DOWN
MYT1L,MUSNIGG00037524,-2.860399856,-7.262165737,0.021758055,0.264577947,DOWN
C2ORF16,MUSNIGG00038081,-1.180670294,-2.266820719,0.047580644,0.346497369,DOWN
DOK1,MUSNIGG00038399,-3.670942406,-12.7369011,0.034196102,0.302922728,DOWN
UGP2,MUSNIGG00038560,-2.6175786,-6.137191498,0.036343513,0.30636889,DOWN
REL,MUSNIGG00038603,-3.11477996,-8.662479062,0.00029537,0.043195499,DOWN
MSH2,MUSNIGG00038749,-2.754510152,-6.748234707,0.007397803,0.167362397,DOWN
THADA,MUSNIGG00038795,-1.271998658,-2.414958937,0.041860958,0.327877132,DOWN
AFF3,MUSNIGG00038848,-2.521700163,-5.742584431,0.002023211,0.097492311,DOWN
NCK2,MUSNIGG00038926,-2.95734532,-7.766934612,0.005972844,0.148945969,DOWN
GZF1,MUSNIGG00039049,-2.945624352,-7.704088908,0.003674592,0.125429538,DOWN
PLK1S1,MUSNIGG00039091,-3.890973372,-14.83541492,7.01E-05,0.022736141,DOWN
RIN2,MUSNIGG00039122,-3.056004062,-8.316658897,0.000991479,0.074193103,DOWN
ZNF133,MUSNIGG00039145,-2.131737873,-4.382450736,0.019152714,0.250392466,DOWN
ISM1,MUSNIGG00039191,-2.749899311,-6.726701834,0.009779193,0.187758227,DOWN
ANKRD5,MUSNIGG00039223,-2.645649371,-6.257773194,0.00365618,0.125429538,DOWN
CHGB,MUSNIGG00039266,-2.795564271,-6.943024543,0.003493346,0.125429538,DOWN
PROKR2,MUSNIGG00039271,-3.142383151,-8.829814631,0.024345363,0.269126924,DOWN
UBOX5,MUSNIGG00039308,-4.214289195,-18.56211496,8.02E-05,0.022945622,DOWN
ZCCHC3,MUSNIGG00039364,-2.617942202,-6.138738445,0.026834309,0.275945199,DOWN
PTPRT,MUSNIGG00039568,-2.696216826,-6.481001759,0.007989046,0.17282297,DOWN
NCOA5,MUSNIGG00039653,-3.735633141,-13.32102453,0.00158792,0.088777507,DOWN
TSHZ2,MUSNIGG00039772,-2.257978297,-4.78320723,0.043112315,0.333383628,DOWN
ACOT7,MUSNIGG00040213,-2.51946359,-5.733688748,0.010024451,0.189723459,DOWN
ERRFI1,MUSNIGG00040246,-4.352518455,-20.42860032,0.039247914,0.318668397,DOWN
MTHFR,MUSNIGG00040329,-5.495450158,-45.11233818,0.005002775,0.141602234,DOWN
THEMIS2,MUSNIGG00040642,-2.518984028,-5.731783145,0.038547986,0.315347862,DOWN
KPNA6,MUSNIGG00040726,-2.714763707,-6.564857551,0.001725934,0.092236895,DOWN
ZMYM6,MUSNIGG00040791,-1.464778845,-2.760211554,0.042200716,0.328949172,DOWN
ZMYM4,MUSNIGG00040798,-1.684091557,-3.21337991,0.013663224,0.219333068,DOWN
THRAP3,MUSNIGG00040820,-1.624241272,-3.082799949,0.033330927,0.302383832,DOWN
TIE1,MUSNIGG00040968,-5.719338885,-52.68567637,0.000855572,0.068013032,DOWN
PTPRF,MUSNIGG00040976,-2.999892616,-7.99940456,0.012365093,0.212518227,DOWN
SELRC1,MUSNIGG00041136,-2.937817788,-7.662513913,0.009623079,0.186480709,DOWN
ZYG11B,MUSNIGG00041137,-2.054229882,-4.153218812,0.036311267,0.30636889,DOWN
SYDE2,MUSNIGG00041471,-1.99294174,-3.98047814,0.008384175,0.177307073,DOWN
BCL10,MUSNIGG00041474,-3.585579653,-12.00513443,0.001255361,0.083322588,DOWN
CLCA1,MUSNIGG00041485,-1.602578424,-3.036855837,0.018264849,0.244066552,DOWN
RBM15,MUSNIGG00041838,-2.037457825,-4.105215125,0.049577209,0.351412923,DOWN
KCNA10,MUSNIGG00041843,-2.1352353,-4.393087698,0.028434381,0.284394947,DOWN
PRR9,MUSNIGG00042168,-3.194533758,-9.154834197,0.008348643,0.177307073,DOWN
HIVEP1,MUSNIGG00042379,-3.213515959,-9.276084478,0.000216348,0.037075632,DOWN
MDC1,MUSNIGG00042746,-2.77650063,-6.851883539,0.012436816,0.212518227,DOWN
TUBB3,MUSNIGG00042747,-2.888328362,-7.404120435,0.004875461,0.140694567,DOWN
ZBTB12,MUSNIGG00042814,-3.985554521,-15.84059389,0.018641145,0.247733687,DOWN
TNXB,MUSNIGG00042824,-4.601057174,-24.26924249,7.90E-06,0.010174195,DOWN
SYNGAP1,MUSNIGG00042909,-4.25854648,-19.14036558,0.000477333,0.053994158,DOWN
PPARD,MUSNIGG00042948,-4.588802866,-24.06397163,0.012777763,0.215055498,DOWN
PHF3,MUSNIGG00043083,-1.367236347,-2.579759092,0.035011827,0.304169097,DOWN
FAM83B,MUSNIGG00043147,-1.809991023,-3.506401067,0.007036209,0.162972001,DOWN
MUT,MUSNIGG00043226,-2.090588421,-4.259217549,0.003308645,0.125429538,DOWN
GPR116,MUSNIGG00043256,-1.754093858,-3.373143882,0.026427873,0.275094762,DOWN
POLH,MUSNIGG00043318,-2.083783643,-4.239175347,0.029778868,0.290687103,DOWN
TTBK1,MUSNIGG00043334,-3.81876873,-14.11119958,0.011353611,0.200086827,DOWN
TREML2,MUSNIGG00043387,-2.381703836,-5.21151864,0.034315465,0.302922728,DOWN
DNAH8,MUSNIGG00043430,-4.532056649,-23.13582515,0.017928289,0.241689236,DOWN
BTBD9,MUSNIGG00043446,-2.562251861,-5.906288631,0.004697481,0.139674313,DOWN
THEMIS,MUSNIGG00043618,-1.672272631,-3.187162617,0.029755296,0.290687103,DOWN
TCF21,MUSNIGG00043685,-2.413872715,-5.329029113,0.044778344,0.338727632,DOWN
MYB,MUSNIGG00043705,-2.634758886,-6.210712932,0.004360895,0.137736331,DOWN
NMBR,MUSNIGG00043772,-2.269168486,-4.820452188,0.001741791,0.092236895,DOWN
STXBP5,MUSNIGG00043820,-2.11484702,-4.331440862,0.017830719,0.241689236,DOWN
ZNF292,MUSNIGG00043982,-1.428632056,-2.691913507,0.037437069,0.312339459,DOWN
MMS22L,MUSNIGG00044096,-1.35219581,-2.553004021,0.03963826,0.319825639,DOWN
REV3L,MUSNIGG00044246,-1.550340936,-2.928863456,0.025275687,0.275094762,DOWN
FAM26E,MUSNIGG00044303,-2.012302331,-4.034255148,0.044353582,0.336561344,DOWN
FNDC1,MUSNIGG00044420,-2.8136347,-7.030536081,0.002705844,0.113458837,DOWN
