Gene_Symbol,geneid,log2FoldChange,FoldChange,pvalue,padj,expression
ZNF879,MUSNIGG00020381,3.964347139,15.60944286,0.006994901,0.859062739,UP
PRR14,MUSNIGG00021215,18.01841413,265511.3731,1.31E-05,0.030165741,UP
PPL,MUSNIGG00021601,3.556091481,11.76224451,0.032797767,0.999566779,UP
CHGB,MUSNIGG00021973,2.993548165,7.964303309,0.039023289,0.999566779,UP
BNC1,MUSNIGG00022183,4.782463647,27.52105074,0.037585007,0.999566779,UP
ACAN,MUSNIGG00022272,4.641800092,24.96439592,0.010794227,0.859062739,UP
FAN1,MUSNIGG00022468,3.628704054,12.36940375,0.023756717,0.999566779,UP
C15ORF39,MUSNIGG00022581,4.403254588,21.15980736,0.038419365,0.999566779,UP
ZNF609,MUSNIGG00022813,2.620727593,6.150601871,0.042576547,0.999566779,UP
SLC24A1,MUSNIGG00022836,2.404513649,5.294570473,0.010888485,0.859062739,UP
GLCE,MUSNIGG00022896,2.247102097,4.747283135,0.049742719,0.999566779,UP
SALL2,MUSNIGG00022914,4.325161434,20.04487386,0.02069875,0.999566779,UP
MGA,MUSNIGG00023181,1.992031358,3.977967137,0.039222212,0.999566779,UP
STARD9,MUSNIGG00023200,3.109824222,8.63277401,0.009236799,0.859062739,UP
MAP1A,MUSNIGG00023217,4.163101123,17.9150619,0.002589477,0.607062942,UP
FAM161B,MUSNIGG00024257,3.901950879,14.94872856,0.04751656,0.999566779,UP
OR1L4,MUSNIGG00025119,3.220251961,9.319496161,0.019611567,0.999566779,UP
PCDHB7,MUSNIGG00025570,4.194718005,18.31200688,0.037641508,0.999566779,UP
PHACTR4,MUSNIGG00025612,4.48869989,22.4508769,0.007723439,0.859062739,UP
NA,MUSNIGG00025660,2.473178025,5.552656016,0.034238499,0.999566779,UP
IFT172,MUSNIGG00026055,3.790559755,13.83796369,0.018733749,0.999566779,UP
C2ORF78,MUSNIGG00026107,3.205926534,9.227414946,0.039132968,0.999566779,UP
C2ORF16,MUSNIGG00026151,2.798569111,6.957500519,0.00830374,0.859062739,UP
MRPS24,MUSNIGG00026196,17.86204516,238238.188,1.69E-05,0.030165741,UP
TRIP11,MUSNIGG00026621,2.893391746,7.43015211,0.00333397,0.622147595,UP
CTAGE5,MUSNIGG00026807,3.442929721,10.87489617,0.024358101,0.999566779,UP
DNAH7,MUSNIGG00027042,2.305664523,4.94395127,0.021407307,0.999566779,UP
FAM117B,MUSNIGG00027153,3.920078171,15.13774255,0.016831357,0.999566779,UP
IKZF2,MUSNIGG00027267,2.632698019,6.201847361,0.022577503,0.999566779,UP
IRS1,MUSNIGG00027464,3.730758164,13.27608774,0.039138139,0.999566779,UP
SPHKAP,MUSNIGG00027489,2.575499889,5.960774885,0.029972298,0.999566779,UP
PASK,MUSNIGG00027700,3.70979806,13.0846013,0.045976484,0.999566779,UP
KCNJ3,MUSNIGG00027775,3.018044355,8.100687509,0.01445563,0.999566779,UP
SCN3A,MUSNIGG00027877,2.428530053,5.383446373,0.030250429,0.999566779,UP
NA,MUSNIGG00028053,2.371641766,5.175297385,0.009916687,0.859062739,UP
ZNF804A,MUSNIGG00028122,2.876914365,7.345773257,0.011162525,0.859062739,UP
MAP3K19,MUSNIGG00028286,2.358946394,5.129955796,0.036570403,0.999566779,UP
TMEM37,MUSNIGG00028373,3.917696146,15.11276934,0.036018924,0.999566779,UP
KCNB2,MUSNIGG00028933,2.878563582,7.35417538,0.004781114,0.759475514,UP
ZFHX4,MUSNIGG00028976,2.471532546,5.546326495,0.011216301,0.859062739,UP
BOP1,MUSNIGG00029856,18.36506735,337626.2029,9.87E-05,0.075539522,UP
PITPNM1,MUSNIGG00030123,18.01721619,265290.9973,0.000133509,0.09366774,UP
OLFR1056,MUSNIGG00030548,2.57074356,5.941155545,0.049379524,0.999566779,UP
DCHS1,MUSNIGG00031002,3.137151027,8.797850143,0.044520324,0.999566779,UP
OLR82,MUSNIGG00031141,2.415692916,5.335756818,0.045485771,0.999566779,UP
OR52R1,MUSNIGG00031170,2.343743419,5.076180674,0.04520237,0.999566779,UP
TENM4,MUSNIGG00031342,3.574326359,11.91185638,0.010388962,0.859062739,UP
CREBZF,MUSNIGG00031397,4.536474358,23.20677847,0.007552694,0.859062739,UP
FZD4,MUSNIGG00031419,4.106964692,17.23136029,0.016896892,0.999566779,UP
FAT3,MUSNIGG00031485,2.614564151,6.124381488,0.012320498,0.901967571,UP
KDM4D,MUSNIGG00031531,3.773905281,13.67913672,0.049524204,0.999566779,UP
KCNJ5,MUSNIGG00031706,4.639645359,24.92713825,0.011575869,0.870153953,UP
TECTA,MUSNIGG00031864,2.714900772,6.565481282,0.010694088,0.859062739,UP
ARHGAP20,MUSNIGG00032076,3.081680894,8.466002377,0.025040386,0.999566779,UP
EXPH5,MUSNIGG00032103,2.435294058,5.408745659,0.033192965,0.999566779,UP
SOX7,MUSNIGG00032473,3.586417165,12.01210566,0.043795058,0.999566779,UP
FSTL5,MUSNIGG00032744,2.5500757,5.856650082,0.035656781,0.999566779,UP
RAPGEF2,MUSNIGG00032765,2.099482279,4.285555672,0.031473377,0.999566779,UP
GUCY1A3,MUSNIGG00032812,3.77770478,13.71520974,0.010486641,0.859062739,UP
PKD2,MUSNIGG00032920,4.308451501,19.81404462,0.022458697,0.999566779,UP
SYNPO2,MUSNIGG00033245,2.751130033,6.732442637,0.023354362,0.999566779,UP
NA,MUSNIGG00033316,2.234005603,4.704383271,0.006308714,0.847639153,UP
PCDH18,MUSNIGG00033442,3.739260733,13.3545618,0.003433322,0.622147595,UP
CCRN4L,MUSNIGG00033454,2.855399286,7.237037696,0.032695877,0.999566779,UP
KIAA1211,MUSNIGG00034112,5.330295652,40.23267203,0.041826885,0.999566779,UP
FAM175A,MUSNIGG00034485,3.650313363,12.55607254,0.018389685,0.999566779,UP
RASAL2,MUSNIGG00034941,2.668986681,6.359823294,0.019826706,0.999566779,UP
KIF14,MUSNIGG00035172,2.606940724,6.092104646,0.024643096,0.999566779,UP
MIA3,MUSNIGG00035457,2.563201657,5.910178307,0.037534517,0.999566779,UP
OR10T2,MUSNIGG00035625,2.847438611,7.197214274,0.037703992,0.999566779,UP
ZNF462,MUSNIGG00036407,5.000551833,32.01224239,0.001354456,0.412008194,UP
ZBTB5,MUSNIGG00036557,4.374391491,20.74068289,0.014760817,0.999566779,UP
TEK,MUSNIGG00036702,3.0302214,8.169350599,0.043761961,0.999566779,UP
SLC19A3,MUSNIGG00037170,3.499065291,11.30638082,0.029851823,0.999566779,UP
TRPM3,MUSNIGG00037190,5.459220208,43.99355276,0.000153143,0.097386853,UP
KIAA1432,MUSNIGG00037299,3.875469845,14.67684374,0.009450634,0.859062739,UP
ECM2,MUSNIGG00037315,3.970070913,15.67149504,0.007158427,0.859062739,UP
MYT1L,MUSNIGG00037524,4.609411991,24.41019629,0.018366342,0.999566779,UP
ASXL2,MUSNIGG00037905,2.981899118,7.900254439,0.030056092,0.999566779,UP
TRIM54,MUSNIGG00037946,17.9753024,257694.532,1.79E-05,0.030165741,UP
C2ORF16,MUSNIGG00038081,1.960570203,3.8921578,0.027697549,0.999566779,UP
REL,MUSNIGG00038603,2.833997847,7.130473324,0.029817959,0.999566779,UP
AFF3,MUSNIGG00038848,3.022153848,8.123795077,0.015953002,0.999566779,UP
PLK1S1,MUSNIGG00039091,4.466968135,22.11522683,0.002652171,0.607062942,UP
CHGB,MUSNIGG00039266,2.993548165,7.964303309,0.039023289,0.999566779,UP
DEFB124,MUSNIGG00039378,17.7450013,219673.4969,0.000170399,0.097386853,UP
SLA2,MUSNIGG00039482,18.47819228,365165.839,8.95E-05,0.075539522,UP
STPG1,MUSNIGG00040552,18.37635646,340278.4959,9.78E-05,0.075539522,UP
AIM1L,MUSNIGG00040602,3.943790642,15.38860598,0.03790968,0.999566779,UP
YTHDF2,MUSNIGG00040663,3.429798482,10.77636325,0.034044255,0.999566779,UP
HPCA,MUSNIGG00040753,17.99529618,261290.6876,1.39E-05,0.030165741,UP
SZT2,MUSNIGG00040973,3.738457476,13.34712838,0.049104322,0.999566779,UP
PTPRF,MUSNIGG00040976,4.666725452,25.39945176,0.015820714,0.999566779,UP
RNF220,MUSNIGG00040988,3.467631619,11.06269989,0.044997063,0.999566779,UP
SELRC1,MUSNIGG00041136,3.53311777,11.57642405,0.041550124,0.999566779,UP
HIVEP1,MUSNIGG00042379,3.314839287,9.950984648,0.0099164,0.859062739,UP
TNXB,MUSNIGG00042824,5.755381465,54.01849218,0.000529968,0.234831661,UP
SYNGAP1,MUSNIGG00042909,3.950023769,15.45523589,0.031479,0.999566779,UP
THEMIS,MUSNIGG00043618,2.580904502,5.983146972,0.029582413,0.999566779,UP
DOPEY1,MUSNIGG00043936,1.937249494,3.829748077,0.042169775,0.999566779,UP
FBXO5,MUSNIGG00044350,2.296352266,4.912141999,0.041778017,0.999566779,UP
FNDC1,MUSNIGG00044420,3.91457675,15.0801278,0.006403084,0.847639153,UP
T,MUSNIGG00044511,18.84298571,470223.0412,6.47E-05,0.068114882,UP
